ID Produk,Nama Produk,Brand,Kategori,Subkategori,Deskripsi Teks (Untuk Embeddings),Harga (Untuk Filter Metadata),URL Produk (Tautan Pembelian),url_gambar
PROD-270,Tas Carrier Eiger Include Raincover 75L,Eiger,Equipment/Backpack,Tas Carrier,"Produk Tas Carrier Eiger Include Raincover 75L dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Mengadopsi sistem suspensi punggung ergonomis (Adjustable Backsystem) dengan rangka aluminium internal dan bantalan busa tebal bersirkulasi udara untuk kenyamanan membawa beban di atas 20 kg. Didesain khusus untuk mendistribusikan berat secara proporsional ke pinggul, sehingga mengurangi ketegangan dan rasa pegal berlebih pada pundak Anda. Produk original dari Eiger ini menawarkan standar kualitas tinggi yang sudah teruji di berbagai medan alam bebas oleh komunitas pendaki Indonesia.",1969000,https://www.outdoorgear.id/produk/tas-carrier-eiger-include-raincover-75l-prod-270,https://m.media-amazon.com/images/I/51JTZPAa8XL.jpg
PROD-271,Raincoat Eiger Ultralight Jas Hujan Seal Hotpress,Eiger,Apparel/Outdoor,Raincoat,"Produk Raincoat Eiger Ultralight Jas Hujan Seal Hotpress dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Didesain dengan potongan fit-ergonomis yang memiliki ventilasi udara ketiak (pit-zips) untuk meminimalkan pengembunan atau efek gerah di dalam jas hujan saat Anda aktif bergerak. Perlindungan wajib yang harus selalu siap di bagian atas tas carrier untuk mengantisipasi perubahan cuaca ekstrem yang tiba-tiba terjadi di tengah hutan. Sebagai salah satu rilisan unggulan, Eiger berkomitmen menghadirkan fungsionalitas optimal tanpa mengorbankan kenyamanan pemakainya.",524000,https://www.outdoorgear.id/produk/raincoat-eiger-ultralight-jas-hujan-seal-hotpress-prod-271,https://cf.shopee.co.id/file/42beb6c0b9cfada05ddde71c3094d075
PROD-272,Sleeping Bag The North Face Glow in Dark Ringan,The North Face,Equipment/Camping,Sleeping Bag,"Produk Sleeping Bag The North Face Glow in Dark Ringan dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Dilengkapi ritsleting dua arah (double-sided zipper) anti-macet yang memudahkan regulasi udara jika suhu di dalam tenda dirasa terlalu gerah. Dilengkapi dengan kantong kompresi khusus sehingga ukurannya bisa diperkecil secara signifikan saat dimasukkan ke dalam tas ransel. Sebagai salah satu rilisan unggulan, The North Face berkomitmen menghadirkan fungsionalitas optimal tanpa mengorbankan kenyamanan pemakainya.",253000,https://www.outdoorgear.id/produk/sleeping-bag-the-north-face-glow-in-dark-ringan-prod-272,https://tse1.mm.bing.net/th/id/OIP.JAY4I_5esbYmuBARIgs1bAHaHa?pid=Api&P=0&h=180
PROD-273,Tracking Pole The North Face Antishock Carbon Light,The North Face,Equipment/Outdoor,Tracking Pole,"Produk Tracking Pole The North Face Antishock Carbon Light dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Terbuat dari Aluminium Alloy 7075 dengan sistem pengunci tuas (Flip Lock) yang sangat cepat disetel jalurnya meski Anda sedang mengenakan sarung tangan tebal. Mudah disesuaikan panjangnya untuk berbagai postur tubuh pendaki, menjadikannya investasi peralatan outdoor jangka panjang yang sangat fungsional. Produk original dari The North Face ini menawarkan standar kualitas tinggi yang sudah teruji di berbagai medan alam bebas oleh komunitas pendaki Indonesia.",253000,https://www.outdoorgear.id/produk/tracking-pole-the-north-face-antishock-carbon-light-prod-273,https://tse3.mm.bing.net/th/id/OIP.ZNQ4_c2CmuQTlawL5gDj4wHaHc?pid=Api&P=0&h=180
PROD-274,Tracking Pole Naturehike Antishock Teleskopik 3 Section,Naturehike,Equipment/Outdoor,Tracking Pole,"Produk Tracking Pole Naturehike Antishock Teleskopik 3 Section dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Dibangun menggunakan material Carbon Fiber kelas penerbangan yang sangat ringan namun memiliki kekuatan torsional luar biasa untuk membagi beban lutut saat menanjak. Mudah disesuaikan panjangnya untuk berbagai postur tubuh pendaki, menjadikannya investasi peralatan outdoor jangka panjang yang sangat fungsional. Dengan memilih perlengkapan dari Naturehike, Anda mendapatkan jaminan durabilitas material jangka panjang yang siap menemani puluhan perjalanan petualangan Anda ke depan.",373000,https://www.outdoorgear.id/produk/tracking-pole-naturehike-antishock-teleskopik-3-section-prod-274,https://tse3.mm.bing.net/th/id/OIP.ZNQ4_c2CmuQTlawL5gDj4wHaHc?pid=Api&P=0&h=180
PROD-275,Sandal Gunung Rey Sol Karet Grip Casual Outdoor,Rey,Footwear/Outdoor,Sandal Gunung,"Produk Sandal Gunung Rey Sol Karet Grip Casual Outdoor dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Konstruksi pelindung jari depan (rubber toe guard) memberikan proteksi tambahan dari benturan batu atau akar pohon di sepanjang jalur trekking santai. Sangat nyaman digunakan saat berada di basecamp, melakukan aktivitas susur sungai, atau trekking ringan dengan medan yang tidak terlalu ekstrem. Produk original dari Rey ini menawarkan standar kualitas tinggi yang sudah teruji di berbagai medan alam bebas oleh komunitas pendaki Indonesia.",238000,https://www.outdoorgear.id/produk/sandal-gunung-rey-sol-karet-grip-casual-outdoor-prod-275,https://img.freepik.com/premium-vector/footwear-logo_603271-253.jpg?w=2000
PROD-276,Raincoat Avtech Ultralight Jas Hujan Seal Hotpress,Avtech,Apparel/Outdoor,Raincoat,"Produk Raincoat Avtech Ultralight Jas Hujan Seal Hotpress dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Didesain dengan potongan fit-ergonomis yang memiliki ventilasi udara ketiak (pit-zips) untuk meminimalkan pengembunan atau efek gerah di dalam jas hujan saat Anda aktif bergerak. Sangat cocok digunakan untuk pendakian gunung tinggi, motor touring lintas kota, hingga aktivitas harian pekerja outdoor saat musim hujan tiba. Dengan memilih perlengkapan dari Avtech, Anda mendapatkan jaminan durabilitas material jangka panjang yang siap menemani puluhan perjalanan petualangan Anda ke depan.",442000,https://www.outdoorgear.id/produk/raincoat-avtech-ultralight-jas-hujan-seal-hotpress-prod-276,https://cf.shopee.co.id/file/42beb6c0b9cfada05ddde71c3094d075
PROD-277,CooKing Set Eiger Ringkas 2-3 orang Teflon Anti Lengket,Eiger,Equipment/Cooking,CooKing Set,"Produk CooKing Set Eiger Ringkas 2-3 orang Teflon Anti Lengket dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Gagang panci dilapisi plastik silikon pelindung panas (insulasi termal) yang dapat dilipat menempel ke badan panci saat tidak digunakan. Solusi praktis untuk memenuhi kebutuhan masak-memasak di alam bebas bersama kelompok kecil tanpa harus membawa peralatan dapur rumah yang berat. Dengan memilih perlengkapan dari Eiger, Anda mendapatkan jaminan durabilitas material jangka panjang yang siap menemani puluhan perjalanan petualangan Anda ke depan.",313000,https://www.outdoorgear.id/produk/cooking-set-eiger-ringkas-2-3-orang-teflon-anti-lengket-prod-277,https://tse4.mm.bing.net/th/id/OIP._IfvqGoL72jBnt_BDX-_WQHaHa?pid=Api&P=0&h=180
PROD-278,Tenda Avtech Dome Kapasitas 2 Orang,Avtech,Equipment/Camping,Tenda,"Produk Tenda Avtech Dome Kapasitas 2 Orang dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Mengadopsi struktur rangka aluminium alloy silang yang sangat kokoh menahan terpaan angin badai pegunungan, lengkap dengan pasak baja dan tali guyline reflektif. Sangat direkomendasikan untuk camping keluarga di bumi perkemahan terorganisir maupun pendakian gunung tinggi dengan cuaca yang tidak menentu. Dengan memilih perlengkapan dari Avtech, Anda mendapatkan jaminan durabilitas material jangka panjang yang siap menemani puluhan perjalanan petualangan Anda ke depan.",1440000,https://www.outdoorgear.id/produk/tenda-avtech-dome-kapasitas-2-orang-prod-278,https://m.media-amazon.com/images/I/51JTZPAa8XL.jpg
PROD-279,Sepatu Gunung Consina Vibram Sole Mid Cut,Consina,Footwear/Outdoor,Sepatu Gunung,"Produk Sepatu Gunung Consina Vibram Sole Mid Cut dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Dibuat dari kombinasi Cordura heavy-duty dan teknologi outsole Vibram berkontur kasar yang dirancang khusus untuk cengkeraman maksimal pada medan berbatu, tanah gembur, maupun jalur licin pasca hujan deras. Pilihan terbaik untuk menghadapi medan ekstrem tropis yang penuh tantangan, mulai dari jalur tanah basah, lumpur dalam, hingga batuan cadas di zona sub-alpin. Sebagai salah satu rilisan unggulan, Consina berkomitmen menghadirkan fungsionalitas optimal tanpa mengorbankan kenyamanan pemakainya.",1098000,https://www.outdoorgear.id/produk/sepatu-gunung-consina-vibram-sole-mid-cut-prod-279,https://img.freepik.com/premium-vector/footwear-logo_603271-253.jpg?w=2000
PROD-280,Topi Rimba Patagonia With Neck Flap UV Protection,Patagonia,Apparel/Outdoor,Topi Rimba,"Produk Topi Rimba Patagonia With Neck Flap UV Protection dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Terbuat dari bahan Nylon Ripstop ultra-ringan yang tahan sobek serta dilengkapi teknologi Omni-Shade UPF 50+ untuk perlindungan maksimal dari sengatan sinar ultraviolet matahari tropis. Rekomendasi terbaik untuk menjaga kenyamanan pandangan mata dan melindungi kulit wajah dari bahaya sunburn selama perjalanan lintas alam harian. Dengan memilih perlengkapan dari Patagonia, Anda mendapatkan jaminan durabilitas material jangka panjang yang siap menemani puluhan perjalanan petualangan Anda ke depan.",52000,https://www.outdoorgear.id/produk/topi-rimba-patagonia-with-neck-flap-uv-protection-prod-280,https://down-id.img.susercontent.com/file/id-11134207-7r991-lm8ie3iy90ac50
PROD-281,Sandal Gunung Consina Sol Karet Grip Casual Outdoor,Consina,Footwear/Outdoor,Sandal Gunung,"Produk Sandal Gunung Consina Sol Karet Grip Casual Outdoor dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Dilengkapi dengan anyaman tali webbing polyester yang kuat, cepat kering, serta sistem kuncian Velcro tiga titik yang dapat disesuaikan dengan volume kaki Anda. Sangat nyaman digunakan saat berada di basecamp, melakukan aktivitas susur sungai, atau trekking ringan dengan medan yang tidak terlalu ekstrem. Sebagai salah satu rilisan unggulan, Consina berkomitmen menghadirkan fungsionalitas optimal tanpa mengorbankan kenyamanan pemakainya.",294000,https://www.outdoorgear.id/produk/sandal-gunung-consina-sol-karet-grip-casual-outdoor-prod-281,https://img.freepik.com/premium-vector/footwear-logo_603271-253.jpg?w=2000
PROD-282,Celana Jack Wolfskin Stretch Sambung,Jack Wolfskin,Apparel/Outdoor,Celana,"Produk Celana Jack Wolfskin Stretch Sambung dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Dilengkapi teknologi water repellent (cipratan air tidak langsung merembes) dan fitur konvertibel (bisa diubah menjadi celana pendek menggunakan ritsleting lutut). Sangat direkomendasikan untuk pendakian teknis yang membutuhkan banyak gerakan fisik berat seperti melewati semak belukar atau memanjat tebing berbatu. Sebagai salah satu rilisan unggulan, Jack Wolfskin berkomitmen menghadirkan fungsionalitas optimal tanpa mengorbankan kenyamanan pemakainya.",145000,https://www.outdoorgear.id/produk/celana-jack-wolfskin-stretch-sambung-prod-282,https://download.logo.wine/logo/Columbia_Sportswear/Columbia_Sportswear-Logo.wine.png
PROD-283,Pisau Lipat Patagonia Stainless Steel Multi-tool,Patagonia,Equipment/Tools,Pisau Lipat,"Produk Pisau Lipat Patagonia Stainless Steel Multi-tool dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Dilengkapi sistem penguncian bilah mekanis (Liner Lock) yang sangat aman untuk mencegah pisau terlipat sendiri saat digunakan memotong kayu atau tali webbing tebal. Menawarkan keandalan mekanis tingkat tinggi bagi pemancing, pemburu, pendaki gunung, maupun penggiat bushcraft yang membutuhkan alat potong presisi. Sebagai salah satu rilisan unggulan, Patagonia berkomitmen menghadirkan fungsionalitas optimal tanpa mengorbankan kenyamanan pemakainya.",232000,https://www.outdoorgear.id/produk/pisau-lipat-patagonia-stainless-steel-multi-tool-prod-283,https://down-id.img.susercontent.com/file/id-11134207-7r991-m0b3h765tyl234
PROD-284,Sarung Tangan Avtech Gore-Tex Polar,Avtech,Apparel/Outdoor,Sarung Tangan,"Produk Sarung Tangan Avtech Gore-Tex Polar dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Bagian telapak tangan dilapisi bahan karet/silikon bertekstur grip tinggi (anti-slip pad) untuk memastikan pegangan Anda pada tracking pole tetap mantap dan tidak licin. Pelindung vital untuk mencegah telapak tangan kaku akibat hipotermia, sangat disarankan dipakai dari waktu istirahat malam hari hingga tiba di puncak. Sebagai salah satu rilisan unggulan, Avtech berkomitmen menghadirkan fungsionalitas optimal tanpa mengorbankan kenyamanan pemakainya.",107000,https://www.outdoorgear.id/produk/sarung-tangan-avtech-gore-tex-polar-prod-284,https://images.tokopedia.net/img/cache/500-square/hDjmkQ/2024/3/15/431fe693-858b-4933-bd55-7b5fc2f24410.jpg
PROD-285,Tracking Pole Deuter Antishock Teleskopik 3 Section,Deuter,Equipment/Outdoor,Tracking Pole,"Produk Tracking Pole Deuter Antishock Teleskopik 3 Section dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Dibangun menggunakan material Carbon Fiber kelas penerbangan yang sangat ringan namun memiliki kekuatan torsional luar biasa untuk membagi beban lutut saat menanjak. Mudah disesuaikan panjangnya untuk berbagai postur tubuh pendaki, menjadikannya investasi peralatan outdoor jangka panjang yang sangat fungsional. Dengan memilih perlengkapan dari Deuter, Anda mendapatkan jaminan durabilitas material jangka panjang yang siap menemani puluhan perjalanan petualangan Anda ke depan.",94000,https://www.outdoorgear.id/produk/tracking-pole-deuter-antishock-teleskopik-3-section-prod-285,https://tse3.mm.bing.net/th/id/OIP.ZNQ4_c2CmuQTlawL5gDj4wHaHc?pid=Api&P=0&h=180
PROD-286,Sleeping Bag Quechua Mumi Ringan,Quechua,Equipment/Camping,Sleeping Bag,"Produk Sleeping Bag Quechua Mumi Ringan dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Dilengkapi ritsleting dua arah (double-sided zipper) anti-macet yang memudahkan regulasi udara jika suhu di dalam tenda dirasa terlalu gerah. Sangat pas dipadukan dengan matras foam atau inflatable untuk menciptakan sistem tidur luar ruangan yang hangat dan senyaman kasur di rumah. Dengan memilih perlengkapan dari Quechua, Anda mendapatkan jaminan durabilitas material jangka panjang yang siap menemani puluhan perjalanan petualangan Anda ke depan.",126000,https://www.outdoorgear.id/produk/sleeping-bag-quechua-mumi-ringan-prod-286,https://tse1.mm.bing.net/th/id/OIP.JAY4I_5esbYmuBARIgs1bAHaHa?pid=Api&P=0&h=180
PROD-287,Tas Carrier The North Face Ergonomic System Include Raincover,The North Face,Equipment/Backpack,Tas Carrier,"Produk Tas Carrier The North Face Ergonomic System Include Raincover dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Dilengkapi load-lifter strap untuk menyeimbangkan berat tas, sternum strap dengan peluit darurat, serta sudah termasuk rain cover waterproof terintegrasi di kantong bawah. Didesain khusus untuk mendistribusikan berat secara proporsional ke pinggul, sehingga mengurangi ketegangan dan rasa pegal berlebih pada pundak Anda. Sebagai salah satu rilisan unggulan, The North Face berkomitmen menghadirkan fungsionalitas optimal tanpa mengorbankan kenyamanan pemakainya.",1357000,https://www.outdoorgear.id/produk/tas-carrier-the-north-face-ergonomic-system-include-raincover-prod-287,https://m.media-amazon.com/images/I/51JTZPAa8XL.jpg
PROD-288,CooKing Set Osprey Teflon Anti Lengket Nesting Alumunium,Osprey,Equipment/Cooking,CooKing Set,"Produk CooKing Set Osprey Teflon Anti Lengket Nesting Alumunium dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Terdiri dari beberapa panci dan wajan yang didesain dapat disusun bertumpuk saling mengunci (nesting system) untuk menghemat ruang penyimpanan di dalam tas carrier. Materialnya yang kokoh menjamin daya tahan tinggi terhadap paparan api kompor gas portable, menjadikannya gear wajib pendakian berulang kali. Dengan memilih perlengkapan dari Osprey, Anda mendapatkan jaminan durabilitas material jangka panjang yang siap menemani puluhan perjalanan petualangan Anda ke depan.",394000,https://www.outdoorgear.id/produk/cooking-set-osprey-teflon-anti-lengket-nesting-alumunium-prod-288,https://tse4.mm.bing.net/th/id/OIP._IfvqGoL72jBnt_BDX-_WQHaHa?pid=Api&P=0&h=180
PROD-289,Botol Minum Thermal Columbia Keep Hot/Cold Vacuum Insulated,Columbia,Equipment/Tools,Botol Minum Thermal,"Produk Botol Minum Thermal Columbia Keep Hot/Cold Vacuum Insulated dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Mampu mempertahankan suhu air panas hingga 12 jam dan air es dingin hingga 24 jam tanpa menimbulkan kondensasi atau embun di permukaan luar botol. Ideal untuk dibawa bepergian ke kantor, kuliah, camping, hingga perjalanan jauh demi mengurangi sampah plastik sekali pakai (ramah lingkungan). Produk original dari Columbia ini menawarkan standar kualitas tinggi yang sudah teruji di berbagai medan alam bebas oleh komunitas pendaki Indonesia.",224000,https://www.outdoorgear.id/produk/botol-minum-thermal-columbia-keep-hotcold-vacuum-insulated-prod-289,https://tse4.mm.bing.net/th/id/OIP._IfvqGoL72jBnt_BDX-_WQHaHa?pid=Api&P=0&h=180
PROD-290,Sandal Gunung The North Face Casual Outdoor Ergonomic Sole,The North Face,Footwear/Outdoor,Sandal Gunung,"Produk Sandal Gunung The North Face Casual Outdoor Ergonomic Sole dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Menggunakan sasis insole berbahan foam EVA orthopedic yang mengikuti kontur kaki dan outsole rubber anti slip berpola kembangan dalam untuk traksi maksimal di batuan basah. Pilihan alternatif yang memberikan kaki Anda kesempatan untuk bernapas setelah seharian penuh terkurung di dalam sepatu gunung yang gerah. Sebagai salah satu rilisan unggulan, The North Face berkomitmen menghadirkan fungsionalitas optimal tanpa mengorbankan kenyamanan pemakainya.",153000,https://www.outdoorgear.id/produk/sandal-gunung-the-north-face-casual-outdoor-ergonomic-sole-prod-290,https://img.freepik.com/premium-vector/footwear-logo_603271-253.jpg?w=2000
PROD-291,CooKing Set Jack Wolfskin Ringkas 2-3 orang Nesting Alumunium,Jack Wolfskin,Equipment/Cooking,CooKing Set,"Produk CooKing Set Jack Wolfskin Ringkas 2-3 orang Nesting Alumunium dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Terbuat dari bahan Hard-Anodized Aluminium yang sangat ringan, menghantarkan panas secara merata, bebas racun, serta sangat mudah dibersihkan dari sisa minyak masakan. Sangat direkomendasikan bagi para koki camp site yang gemar mengeksplorasi berbagai menu makanan hangat di tengah hutan atau puncak gunung. Dengan memilih perlengkapan dari Jack Wolfskin, Anda mendapatkan jaminan durabilitas material jangka panjang yang siap menemani puluhan perjalanan petualangan Anda ke depan.",388000,https://www.outdoorgear.id/produk/cooking-set-jack-wolfskin-ringkas-2-3-orang-nesting-alumunium-prod-291,https://tse4.mm.bing.net/th/id/OIP._IfvqGoL72jBnt_BDX-_WQHaHa?pid=Api&P=0&h=180
PROD-292,Tas Carrier Columbia 65L Ergonomic System,Columbia,Equipment/Backpack,Tas Carrier,"Produk Tas Carrier Columbia 65L Ergonomic System dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Dilengkapi load-lifter strap untuk menyeimbangkan berat tas, sternum strap dengan peluit darurat, serta sudah termasuk rain cover waterproof terintegrasi di kantong bawah. Investasi peralatan outdoor paling mendasar yang menawarkan ruang penyimpanan luas, manajemen kompartemen yang rapi, dan durabilitas tinggi. Sebagai salah satu rilisan unggulan, Columbia berkomitmen menghadirkan fungsionalitas optimal tanpa mengorbankan kenyamanan pemakainya.",951000,https://www.outdoorgear.id/produk/tas-carrier-columbia-65l-ergonomic-system-prod-292,https://m.media-amazon.com/images/I/51JTZPAa8XL.jpg
PROD-293,Headlamp Rey LED Cree Sensor Gerak,Rey,Equipment/Lighting,Headlamp,"Produk Headlamp Rey LED Cree Sensor Gerak dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Menggunakan baterai lithium rechargeable yang tahan hingga 40 jam pada mode hemat, serta memiliki sertifikasi IPX6 tahan siraman hujan lebat dari segala arah. Alat penerangan krusial untuk memandu langkah kaki Anda saat melakukan pendakian malam hari menuju puncak agar kedua tangan tetap bebas bergerak memegang tracking pole. Sebagai salah satu rilisan unggulan, Rey berkomitmen menghadirkan fungsionalitas optimal tanpa mengorbankan kenyamanan pemakainya.",244000,https://www.outdoorgear.id/produk/headlamp-rey-led-cree-sensor-gerak-prod-293,https://i5.walmartimages.com/seo/Adult-LED-Rechargeable-Headlamp-LED-Headlamps-Torch-90-Adjustable-4-Modes-IPX5-Waterproof-USB-Headlamp-Camping-Running-Hunting-Cycling_e4b07274-da5e-4ad7-80d1-942a8e6e28ca.ed648eabeb04909f288a94846c7952eb.jpeg
PROD-294,Sepatu Gunung Osprey Leather Suede Leather,Osprey,Footwear/Outdoor,Sepatu Gunung,"Produk Sepatu Gunung Osprey Leather Suede Leather dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Dibuat dari kombinasi Cordura heavy-duty dan teknologi outsole Vibram berkontur kasar yang dirancang khusus untuk cengkeraman maksimal pada medan berbatu, tanah gembur, maupun jalur licin pasca hujan deras. Sangat direkomendasikan untuk pendakian gunung jangka panjang (multi-day trekking) seperti jalur Gunung Rinjani atau Kerinci yang membutuhkan ketahanan kaki maksimal. Sebagai salah satu rilisan unggulan, Osprey berkomitmen menghadirkan fungsionalitas optimal tanpa mengorbankan kenyamanan pemakainya.",916000,https://www.outdoorgear.id/produk/sepatu-gunung-osprey-leather-suede-leather-prod-294,https://img.freepik.com/premium-vector/footwear-logo_603271-253.jpg?w=2000
PROD-295,Tenda The North Face Kapasitas 4 Orang Tunnel,The North Face,Equipment/Camping,Tenda,"Produk Tenda The North Face Kapasitas 4 Orang Tunnel dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Mengadopsi struktur rangka aluminium alloy silang yang sangat kokoh menahan terpaan angin badai pegunungan, lengkap dengan pasak baja dan tali guyline reflektif. Sangat direkomendasikan untuk camping keluarga di bumi perkemahan terorganisir maupun pendakian gunung tinggi dengan cuaca yang tidak menentu. Sebagai salah satu rilisan unggulan, The North Face berkomitmen menghadirkan fungsionalitas optimal tanpa mengorbankan kenyamanan pemakainya.",2202000,https://www.outdoorgear.id/produk/tenda-the-north-face-kapasitas-4-orang-tunnel-prod-295,https://m.media-amazon.com/images/I/51JTZPAa8XL.jpg
PROD-296,Tenda Deuter Ultralight Rod Tunnel,Deuter,Equipment/Camping,Tenda,"Produk Tenda Deuter Ultralight Rod Tunnel dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Konstruksi double-layer dengan flysheet Polyester 210T ber-coating polyurethane tahan air 3000mm serta lantai tenda berbahan terpal Oxford super tebal anti rembes. Sangat direkomendasikan untuk camping keluarga di bumi perkemahan terorganisir maupun pendakian gunung tinggi dengan cuaca yang tidak menentu. Dengan memilih perlengkapan dari Deuter, Anda mendapatkan jaminan durabilitas material jangka panjang yang siap menemani puluhan perjalanan petualangan Anda ke depan.",1362000,https://www.outdoorgear.id/produk/tenda-deuter-ultralight-rod-tunnel-prod-296,https://m.media-amazon.com/images/I/51JTZPAa8XL.jpg
PROD-297,Hammock Consina Parasut Sutra Kapasitas 200kg,Consina,Equipment/Camping,Hammock,"Produk Hammock Consina Parasut Sutra Kapasitas 200kg dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Konstruksi kainnya fleksibel namun tidak melar berlebih, dilengkapi carabiner baja solid di kedua ujungnya untuk menjamin keamanan optimal saat bersantai di camp site. Sangat ringkas dan ringan saat dimasukkan ke dalam pouch bawaannya, tidak membebani ruang penyimpanan di dalam tas ransel utama Anda. Dengan memilih perlengkapan dari Consina, Anda mendapatkan jaminan durabilitas material jangka panjang yang siap menemani puluhan perjalanan petualangan Anda ke depan.",209000,https://www.outdoorgear.id/produk/hammock-consina-parasut-sutra-kapasitas-200kg-prod-297,https://tse3.mm.bing.net/th/id/OIP.Suo0G0S-wmaFAIFpsKjWngHaHj?pid=Api&P=0&h=180
PROD-298,Tenda Arei Kapasitas 6 Orang Kapasitas 2 Orang,Arei,Equipment/Camping,Tenda,"Produk Tenda Arei Kapasitas 6 Orang Kapasitas 2 Orang dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Mengadopsi struktur rangka aluminium alloy silang yang sangat kokoh menahan terpaan angin badai pegunungan, lengkap dengan pasak baja dan tali guyline reflektif. Kemudahan instalasinya (user-friendly setup) membuat tenda ini dapat didirikan dengan cepat dalam waktu kurang dari 10 menit oleh dua orang. Produk original dari Arei ini menawarkan standar kualitas tinggi yang sudah teruji di berbagai medan alam bebas oleh komunitas pendaki Indonesia.",2236000,https://www.outdoorgear.id/produk/tenda-arei-kapasitas-6-orang-kapasitas-2-orang-prod-298,https://m.media-amazon.com/images/I/51JTZPAa8XL.jpg
PROD-299,Topi Rimba Osprey With Neck Flap Quickdry,Osprey,Apparel/Outdoor,Topi Rimba,"Produk Topi Rimba Osprey With Neck Flap Quickdry dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Terbuat dari bahan Nylon Ripstop ultra-ringan yang tahan sobek serta dilengkapi teknologi Omni-Shade UPF 50+ untuk perlindungan maksimal dari sengatan sinar ultraviolet matahari tropis. Menjadi aksesoris wajib bagi penggiat alam bebas saat melakukan aktivitas lapangan, susur pantai, maupun ekspedisi hutan belantara yang terik. Dengan memilih perlengkapan dari Osprey, Anda mendapatkan jaminan durabilitas material jangka panjang yang siap menemani puluhan perjalanan petualangan Anda ke depan.",47000,https://www.outdoorgear.id/produk/topi-rimba-osprey-with-neck-flap-quickdry-prod-299,https://down-id.img.susercontent.com/file/id-11134207-7r991-lm8ie3iy90ac50
PROD-300,Sepatu Gunung Arei Suede Leather Vibram Sole,Arei,Footwear/Outdoor,Sepatu Gunung,"Produk Sepatu Gunung Arei Suede Leather Vibram Sole dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Dibuat dari kombinasi Cordura heavy-duty dan teknologi outsole Vibram berkontur kasar yang dirancang khusus untuk cengkeraman maksimal pada medan berbatu, tanah gembur, maupun jalur licin pasca hujan deras. Sangat ideal bagi pendaki pemula maupun profesional yang mencari proteksi engkel optimal guna mencegah cedera terkilir saat membawa beban ransel berat. Dengan memilih perlengkapan dari Arei, Anda mendapatkan jaminan durabilitas material jangka panjang yang siap menemani puluhan perjalanan petualangan Anda ke depan.",1168000,https://www.outdoorgear.id/produk/sepatu-gunung-arei-suede-leather-vibram-sole-prod-300,https://img.freepik.com/premium-vector/footwear-logo_603271-253.jpg?w=2000
